Name,rank,count,prop100k,cum_prop100k
Romanelli,15833,1838,0.62,73168.52
Rizk,15845,1837,0.62,73169.14
Shimer,15845,1837,0.62,73169.76
Tidmore,15845,1837,0.62,73170.38
Studdard,15845,1837,0.62,73171.01
Dike,15845,1837,0.62,73171.63
Brendle,15845,1837,0.62,73172.25
Luca,15845,1837,0.62,73172.87
Menges,15845,1837,0.62,73173.5
Kluck,15845,1837,0.62,73174.12
Perezlopez,15854,1836,0.62,73174.74
Thang,15854,1836,0.62,73175.36
Asbell,15854,1836,0.62,73175.99
Severs,15857,1835,0.62,73176.61
Nur,15857,1835,0.62,73177.23
Kolesar,15857,1835,0.62,73177.85
Leeson,15857,1835,0.62,73178.48
Lamay,15857,1835,0.62,73179.1
Dority,15857,1835,0.62,73179.72
Dray,15857,1835,0.62,73180.34
Coggin,15864,1834,0.62,73180.96
Lynam,15864,1834,0.62,73181.59
Leonardi,15864,1834,0.62,73182.21
Seaborn,15864,1834,0.62,73182.83
Sylva,15864,1834,0.62,73183.45
Beyers,15864,1834,0.62,73184.07
Ankney,15864,1834,0.62,73184.69
Sarkisian,15871,1833,0.62,73185.32
Roh,15871,1833,0.62,73185.94
Mebane,15871,1833,0.62,73186.56
Mcmorrow,15871,1833,0.62,73187.18
Chute,15871,1833,0.62,73187.8
Darrington,15871,1833,0.62,73188.42
Hartness,15871,1833,0.62,73189.04
Hiett,15871,1833,0.62,73189.67
Hameed,15879,1832,0.62,73190.29
Schiro,15879,1832,0.62,73190.91
Bondy,15879,1832,0.62,73191.53
Wendler,15879,1832,0.62,73192.15
Gundersen,15883,1831,0.62,73192.77
Hattaway,15883,1831,0.62,73193.39
Greenblatt,15883,1831,0.62,73194.01
Gosney,15883,1831,0.62,73194.63
Mcaninch,15883,1831,0.62,73195.25
Mahr,15883,1831,0.62,73195.87
Liebman,15889,1830,0.62,73196.49
Mattei,15889,1830,0.62,73197.11
Hewes,15889,1830,0.62,73197.73
Heras,15889,1830,0.62,73198.36
Iler,15889,1830,0.62,73198.98
Cipriani,15889,1830,0.62,73199.6
Balliet,15889,1830,0.62,73200.22
Aldrete,15889,1830,0.62,73200.84
Shimp,15889,1830,0.62,73201.46
Risser,15898,1829,0.62,73202.08
Cowans,15898,1829,0.62,73202.7
Marcel,15898,1829,0.62,73203.32
Oberry,15898,1829,0.62,73203.94
Radel,15898,1829,0.62,73204.56
Mcquay,15903,1828,0.62,73205.18
Hohl,15903,1828,0.62,73205.8
Gartland,15903,1828,0.62,73206.42
Streater,15903,1828,0.62,73207.04
Steinberger,15907,1827,0.62,73207.66
Schoening,15907,1827,0.62,73208.27
Bologna,15907,1827,0.62,73208.89
Gobert,15907,1827,0.62,73209.51
Mullican,15907,1827,0.62,73210.13
Nakata,15912,1826,0.62,73210.75
Prue,15912,1826,0.62,73211.37
Paramore,15912,1826,0.62,73211.99
Macfarland,15912,1826,0.62,73212.61
Hegwood,15912,1826,0.62,73213.23
Guttman,15912,1826,0.62,73213.85
Chitty,15912,1826,0.62,73214.47
Cephas,15912,1826,0.62,73215.09
Blade,15912,1826,0.62,73215.7
Sautter,15912,1826,0.62,73216.32
Schank,15922,1825,0.62,73216.94
Schreffler,15922,1825,0.62,73217.56
Steil,15922,1825,0.62,73218.18
Speegle,15922,1825,0.62,73218.8
Calderwood,15922,1825,0.62,73219.42
Hayter,15922,1825,0.62,73220.04
Hintze,15922,1825,0.62,73220.65
Last,15922,1825,0.62,73221.27
Munsell,15922,1825,0.62,73221.89
Murch,15931,1824,0.62,73222.51
Keesler,15931,1824,0.62,73223.13
Mccrimmon,15931,1824,0.62,73223.75
Brose,15931,1824,0.62,73224.36
Stoneburner,15931,1824,0.62,73224.98
Belizaire,15931,1824,0.62,73225.6
Weishaar,15931,1824,0.62,73226.22
Aye,15938,1823,0.62,73226.84
Allaire,15938,1823,0.62,73227.46
Allyn,15938,1823,0.62,73228.07
Tardy,15938,1823,0.62,73228.69
Cuffee,15938,1823,0.62,73229.31
Dirksen,15938,1823,0.62,73229.93
Gerner,15938,1823,0.62,73230.55
Patillo,15938,1823,0.62,73231.16
Prophet,15938,1823,0.62,73231.78
Poisson,15947,1822,0.62,73232.4
Mccleskey,15947,1822,0.62,73233.02
Melgarejo,15947,1822,0.62,73233.64
Deveau,15947,1822,0.62,73234.25
Butner,15947,1822,0.62,73234.87
Schrum,15947,1822,0.62,73235.49
Amore,15947,1822,0.62,73236.11
Vanderbilt,15947,1822,0.62,73236.72
Schieber,15955,1821,0.62,73237.34
Brightman,15955,1821,0.62,73237.96
Garbarino,15955,1821,0.62,73238.58
Moos,15955,1821,0.62,73239.19
Marquina,15959,1820,0.62,73239.81
Fatima,15959,1820,0.62,73240.43
Etherton,15959,1820,0.62,73241.04
Burchette,15959,1820,0.62,73241.66
Duffie,15959,1820,0.62,73242.28
Cuccia,15964,1819,0.62,73242.89
Choo,15964,1819,0.62,73243.51
Fairweather,15964,1819,0.62,73244.13
Malec,15964,1819,0.62,73244.74
Pleitez,15964,1819,0.62,73245.36
Sarvis,15964,1819,0.62,73245.98
Seefeldt,15970,1818,0.62,73246.59
Wedding,15970,1818,0.62,73247.21
Kirch,15970,1818,0.62,73247.83
Kue,15970,1818,0.62,73248.44
Gebhard,15970,1818,0.62,73249.06
Harrel,15970,1818,0.62,73249.68
Deines,15970,1818,0.62,73250.29
Dubey,15970,1818,0.62,73250.91
Doris,15978,1817,0.62,73251.52
Mahnke,15978,1817,0.62,73252.14
Weibel,15978,1817,0.62,73252.76
Wehmeyer,15978,1817,0.62,73253.37
Vandervort,15978,1817,0.62,73253.99
Zeledon,15978,1817,0.62,73254.6
Rines,15978,1817,0.62,73255.22
Severns,15985,1816,0.62,73255.84
Speaker,15985,1816,0.62,73256.45
Vitela,15985,1816,0.62,73257.07
Watlington,15985,1816,0.62,73257.68
Manges,15985,1816,0.62,73258.3
Maust,15985,1816,0.62,73258.91
Peasley,15985,1816,0.62,73259.53
Derryberry,15985,1816,0.62,73260.15
Hedstrom,15985,1816,0.62,73260.76
Gundlach,15985,1816,0.62,73261.38
Gravley,15995,1815,0.62,73261.99
Cunanan,15995,1815,0.62,73262.61
Dreier,15995,1815,0.62,73263.22
Clingan,15995,1815,0.62,73263.84
Buras,15995,1815,0.62,73264.45
Oram,15995,1815,0.62,73265.07
Letendre,15995,1815,0.62,73265.68
Strope,15995,1815,0.62,73266.3
Riggin,15995,1815,0.62,73266.91
Strandberg,16004,1814,0.61,73267.53
Staudt,16004,1814,0.61,73268.14
Tiemann,16004,1814,0.61,73268.76
Portnoy,16004,1814,0.61,73269.37
Darland,16004,1814,0.61,73269.99
Games,16004,1814,0.61,73270.6
Halls,16004,1814,0.61,73271.22
Ing,16004,1814,0.61,73271.83
Hysell,16012,1813,0.61,73272.45
Flohr,16012,1813,0.61,73273.06
Datta,16012,1813,0.61,73273.68
Brier,16012,1813,0.61,73274.29
Vavra,16012,1813,0.61,73274.91
Blanch,16012,1813,0.61,73275.52
Balas,16018,1812,0.61,73276.14
Provencio,16018,1812,0.61,73276.75
Norrell,16018,1812,0.61,73277.36
Marro,16018,1812,0.61,73277.98
Morefield,16022,1811,0.61,73278.59
Grayer,16022,1811,0.61,73279.21
Hassel,16022,1811,0.61,73279.82
Henegar,16025,1810,0.61,73280.43
Coryell,16025,1810,0.61,73281.05
Celentano,16025,1810,0.61,73281.66
Mansur,16025,1810,0.61,73282.27
Mcree,16025,1810,0.61,73282.89
Rentschler,16025,1810,0.61,73283.5
Tarkington,16031,1809,0.61,73284.12
Brassard,16031,1809,0.61,73284.73
Almon,16031,1809,0.61,73285.34
Alameda,16031,1809,0.61,73285.95
Lisle,16031,1809,0.61,73286.57
Maddy,16031,1809,0.61,73287.18
Mulloy,16031,1809,0.61,73287.79
Buda,16031,1809,0.61,73288.41
Duryea,16031,1809,0.61,73289.02
Factor,16031,1809,0.61,73289.63
Figgins,16041,1808,0.61,73290.25
Forgione,16041,1808,0.61,73290.86
Muck,16041,1808,0.61,73291.47
Meszaros,16041,1808,0.61,73292.09
Radloff,16041,1808,0.61,73292.7
Beas,16041,1808,0.61,73293.31
Bark,16041,1808,0.61,73293.93
Yam,16041,1808,0.61,73294.54
Villalva,16049,1807,0.61,73295.15
Fritsche,16049,1807,0.61,73295.76
Fofana,16051,1806,0.61,73296.38
Cowie,16051,1806,0.61,73296.99
Reisner,16051,1806,0.61,73297.6
Relyea,16051,1806,0.61,73298.21
Ventimiglia,16051,1806,0.61,73298.82
Brazeal,16051,1806,0.61,73299.44
Tischler,16051,1806,0.61,73300.05
Stanhope,16051,1806,0.61,73300.66
Hartig,16059,1805,0.61,73301.27
Gander,16060,1804,0.61,73301.88
Meurer,16060,1804,0.61,73302.5
Saylors,16060,1804,0.61,73303.11
Upham,16060,1804,0.61,73303.72
Mingus,16064,1803,0.61,73304.33
Mu,16064,1803,0.61,73304.94
Moo,16064,1803,0.61,73305.55
Morgado,16064,1803,0.61,73306.16
Ochsner,16064,1803,0.61,73306.78
Mcgonigal,16064,1803,0.61,73307.39
Claunch,16064,1803,0.61,73308
Condra,16071,1802,0.61,73308.61
Housman,16071,1802,0.61,73309.22
Lemanski,16071,1802,0.61,73309.83
Langworthy,16071,1802,0.61,73310.44
Minto,16071,1802,0.61,73311.05
Vales,16071,1802,0.61,73311.66
Wagaman,16071,1802,0.61,73312.27
Brandl,16071,1802,0.61,73312.89
Wynkoop,16079,1801,0.61,73313.5
Scalia,16079,1801,0.61,73314.11
Shingleton,16079,1801,0.61,73314.72
Honig,16079,1801,0.61,73315.33
Goodpaster,16079,1801,0.61,73315.94
Claflin,16079,1801,0.61,73316.55
Deschenes,16079,1801,0.61,73317.16
Demar,16079,1801,0.61,73317.77
Grothe,16087,1800,0.61,73318.38
Modesto,16087,1800,0.61,73318.99
Molter,16087,1800,0.61,73319.6
Reddington,16087,1800,0.61,73320.21
Martinek,16087,1800,0.61,73320.82
Longshore,16087,1800,0.61,73321.43
Shehan,16087,1800,0.61,73322.04
Bown,16087,1800,0.61,73322.65
Bealer,16087,1800,0.61,73323.26
Alzate,16087,1800,0.61,73323.87
Zeringue,16087,1800,0.61,73324.48
Hatchell,16098,1799,0.61,73325.09
Ferron,16098,1799,0.61,73325.7
Hansard,16100,1798,0.61,73326.31
Eger,16100,1798,0.61,73326.92
Coughlan,16100,1798,0.61,73327.53
Capote,16100,1798,0.61,73328.14
Laursen,16100,1798,0.61,73328.75
Jusino,16100,1798,0.61,73329.36
Twombly,16100,1798,0.61,73329.97
Roseboro,16100,1798,0.61,73330.58
Spangenberg,16108,1797,0.61,73331.19
Vicencio,16108,1797,0.61,73331.8
Veale,16108,1797,0.61,73332.41
Amar,16108,1797,0.61,73333.01
Barnhouse,16108,1797,0.61,73333.62
Ramesh,16108,1797,0.61,73334.23
Parshall,16108,1797,0.61,73334.84
Brutus,16108,1797,0.61,73335.45
Dawood,16108,1797,0.61,73336.06
Darrell,16108,1797,0.61,73336.67
Fickes,16108,1797,0.61,73337.28
Girgis,16108,1797,0.61,73337.89
Cortright,16120,1796,0.61,73338.5
Mook,16120,1796,0.61,73339.11
Leventhal,16120,1796,0.61,73339.71
Abundis,16120,1796,0.61,73340.32
Veres,16120,1796,0.61,73340.93
Kinnaman,16125,1795,0.61,73341.54
Oppenheim,16125,1795,0.61,73342.15
Permenter,16125,1795,0.61,73342.76
Dolphin,16125,1795,0.61,73343.37
Gahagan,16125,1795,0.61,73343.98
Hole,16130,1794,0.61,73344.58
Dickison,16130,1794,0.61,73345.19
Mahajan,16130,1794,0.61,73345.8
Bohanon,16130,1794,0.61,73346.41
Ruf,16130,1794,0.61,73347.02
Selders,16130,1794,0.61,73347.62
Biron,16136,1793,0.61,73348.23
Bastidas,16136,1793,0.61,73348.84
Vallecillo,16136,1793,0.61,73349.45
Kersh,16136,1793,0.61,73350.06
Piner,16136,1793,0.61,73350.66
Mittal,16136,1793,0.61,73351.27
Merola,16136,1793,0.61,73351.88
Drakeford,16136,1793,0.61,73352.49
Folmar,16136,1793,0.61,73353.09
Estelle,16136,1793,0.61,73353.7
Gramling,16136,1793,0.61,73354.31
Griffeth,16147,1792,0.61,73354.92
Hughs,16147,1792,0.61,73355.53
Zertuche,16147,1792,0.61,73356.13
Zeitler,16150,1791,0.61,73356.74
Baksh,16150,1791,0.61,73357.35
Scroggs,16150,1791,0.61,73357.95
Smithwick,16150,1791,0.61,73358.56
Hartzler,16150,1791,0.61,73359.17
Kirton,16150,1791,0.61,73359.78
Mcnealy,16150,1791,0.61,73360.38
Holyfield,16157,1790,0.61,73360.99
Segoviano,16157,1790,0.61,73361.6
Bermeo,16157,1790,0.61,73362.2
Besser,16157,1790,0.61,73362.81
Amend,16161,1789,0.61,73363.42
Tellis,16161,1789,0.61,73364.02
Maglio,16161,1789,0.61,73364.63
Levario,16161,1789,0.61,73365.24
Krejci,16161,1789,0.61,73365.84
Mcsorley,16166,1788,0.61,73366.45
Hayek,16166,1788,0.61,73367.05
Couey,16166,1788,0.61,73367.66
Romines,16166,1788,0.61,73368.27
Waldorf,16166,1788,0.61,73368.87
Bouvier,16171,1787,0.61,73369.48
Ridder,16171,1787,0.61,73370.08
Thakur,16171,1787,0.61,73370.69
Collar,16171,1787,0.61,73371.3
Hefley,16171,1787,0.61,73371.9
Hilley,16171,1787,0.61,73372.51
Filkins,16171,1787,0.61,73373.11
Macario,16171,1787,0.61,73373.72
Lucatero,16179,1786,0.61,73374.33
Knop,16179,1786,0.61,73374.93
Kivett,16179,1786,0.61,73375.54
Giuliani,16179,1786,0.61,73376.14
Hadaway,16179,1786,0.61,73376.75
Efird,16179,1786,0.61,73377.35
Danaher,16179,1786,0.61,73377.96
Rickards,16179,1786,0.61,73378.56
Sessa,16179,1786,0.61,73379.17
Shaul,16188,1785,0.61,73379.77
Foraker,16188,1785,0.61,73380.38
Pidgeon,16188,1785,0.61,73380.98
Paolucci,16191,1784,0.6,73381.59
Eyer,16191,1784,0.6,73382.19
Rustin,16191,1784,0.6,73382.8
Benefiel,16191,1784,0.6,73383.4
Barks,16195,1783,0.6,73384.01
Saling,16195,1783,0.6,73384.61
Salah,16195,1783,0.6,73385.22
Sprecher,16195,1783,0.6,73385.82
Storck,16195,1783,0.6,73386.43
Etchison,16195,1783,0.6,73387.03
Fannon,16195,1783,0.6,73387.63
Pincus,16195,1783,0.6,73388.24
Kazmierczak,16203,1782,0.6,73388.84
Lippman,16203,1782,0.6,73389.45
Mccleery,16203,1782,0.6,73390.05
Gerrity,16203,1782,0.6,73390.66
Hallum,16203,1782,0.6,73391.26
Cuervo,16203,1782,0.6,73391.86
Sopko,16203,1782,0.6,73392.47
Sumter,16203,1782,0.6,73393.07
Rexrode,16203,1782,0.6,73393.68
Amundsen,16203,1782,0.6,73394.28
Upson,16203,1782,0.6,73394.88
Vermeulen,16214,1781,0.6,73395.49
Alvear,16214,1781,0.6,73396.09
Dysart,16214,1781,0.6,73396.7
Loria,16214,1781,0.6,73397.3
Oscar,16214,1781,0.6,73397.9
Lute,16219,1780,0.6,73398.51
Jonson,16219,1780,0.6,73399.11
Delfino,16219,1780,0.6,73399.71
Failla,16219,1780,0.6,73400.32
Fitchett,16219,1780,0.6,73400.92
Bermea,16219,1780,0.6,73401.52
Valenta,16219,1780,0.6,73402.13
Schwager,16219,1780,0.6,73402.73
Stennett,16219,1780,0.6,73403.33
Thiede,16228,1779,0.6,73403.94
Shiflet,16228,1779,0.6,73404.54
Serratos,16228,1779,0.6,73405.14
Ripp,16228,1779,0.6,73405.75
Rodriges,16228,1779,0.6,73406.35
Wenz,16228,1779,0.6,73406.95
Bohr,16228,1779,0.6,73407.56
Hild,16228,1779,0.6,73408.16
Mcgurk,16228,1779,0.6,73408.76
Orrell,16228,1779,0.6,73409.37
Muriel,16238,1778,0.6,73409.97
Purtell,16238,1778,0.6,73410.57
Kells,16238,1778,0.6,73411.17
Lambdin,16238,1778,0.6,73411.78
Henricks,16238,1778,0.6,73412.38
Hansell,16238,1778,0.6,73412.98
Chino,16238,1778,0.6,73413.58
Baylis,16238,1778,0.6,73414.19
Smoker,16238,1778,0.6,73414.79
Atienza,16247,1777,0.6,73415.39
Haddon,16247,1777,0.6,73415.99
Hursey,16247,1777,0.6,73416.6
Hille,16250,1776,0.6,73417.2
Paone,16250,1776,0.6,73417.8
Penning,16250,1776,0.6,73418.4
Saxe,16250,1776,0.6,73419.01
Schroth,16254,1775,0.6,73419.61
Ashcroft,16254,1775,0.6,73420.21
Wallingford,16254,1775,0.6,73420.81
Villarruel,16254,1775,0.6,73421.41
Piro,16254,1775,0.6,73422.01
Markarian,16254,1775,0.6,73422.62
Lovern,16254,1775,0.6,73423.22
Kinkead,16261,1774,0.6,73423.82
Verrett,16261,1774,0.6,73424.42
Bassler,16261,1774,0.6,73425.02
Blackston,16261,1774,0.6,73425.62
Alvizo,16265,1773,0.6,73426.22
Threet,16265,1773,0.6,73426.83
Suchy,16265,1773,0.6,73427.43
Male,16265,1773,0.6,73428.03
Rake,16265,1773,0.6,73428.63
Olah,16265,1773,0.6,73429.23
Hesser,16265,1773,0.6,73429.83
Hotz,16265,1773,0.6,73430.43
Feehan,16273,1772,0.6,73431.03
Glascock,16273,1772,0.6,73431.63
Penwell,16273,1772,0.6,73432.23
Ostendorf,16273,1772,0.6,73432.83
Mangual,16273,1772,0.6,73433.44
Mcroy,16273,1772,0.6,73434.04
Layden,16273,1772,0.6,73434.64
Koren,16273,1772,0.6,73435.24
Sasse,16273,1772,0.6,73435.84
Sheng,16273,1772,0.6,73436.44
Ahlstrom,16273,1772,0.6,73437.04
Bilger,16284,1771,0.6,73437.64
Vangorder,16284,1771,0.6,73438.24
Uecker,16284,1771,0.6,73438.84
Schwalm,16284,1771,0.6,73439.44
Scholes,16284,1771,0.6,73440.04
Rochford,16284,1771,0.6,73440.64
Ribera,16284,1771,0.6,73441.24
Signorelli,16284,1771,0.6,73441.84
Hoffert,16284,1771,0.6,73442.44
Cambra,16284,1771,0.6,73443.04
Diem,16284,1771,0.6,73443.64
Gallop,16295,1770,0.6,73444.24
Farooq,16295,1770,0.6,73444.84
Nims,16295,1770,0.6,73445.44
Nakamoto,16295,1770,0.6,73446.04
Swayne,16295,1770,0.6,73446.64
Tabler,16295,1770,0.6,73447.24
Antunes,16295,1770,0.6,73447.84
Merten,16302,1769,0.6,73448.44
Foland,16302,1769,0.6,73449.04
Clore,16302,1769,0.6,73449.64
Michener,16305,1768,0.6,73450.24
Renderos,16305,1768,0.6,73450.84
Karle,16305,1768,0.6,73451.44
Mahn,16305,1768,0.6,73452.04
Algarin,16305,1768,0.6,73452.64
Weisser,16305,1768,0.6,73453.24
Tippins,16305,1768,0.6,73453.84
Simonelli,16305,1768,0.6,73454.44
Mackley,16313,1767,0.6,73455.04
Pauling,16313,1767,0.6,73455.64
Panchal,16315,1766,0.6,73456.23
Peaslee,16315,1766,0.6,73456.83
Mohney,16315,1766,0.6,73457.43
Oren,16315,1766,0.6,73458.03
Marburger,16315,1766,0.6,73458.63
Cutshaw,16315,1766,0.6,73459.23
Dolph,16315,1766,0.6,73459.83
Fenimore,16315,1766,0.6,73460.43
Gillmore,16315,1766,0.6,73461.02
Gorney,16315,1766,0.6,73461.62
Sevigny,16315,1766,0.6,73462.22
Whitehill,16315,1766,0.6,73462.82
Saffold,16327,1765,0.6,73463.42
Spadaro,16327,1765,0.6,73464.02
Tinnin,16327,1765,0.6,73464.62
Tacker,16327,1765,0.6,73465.21
Swarts,16327,1765,0.6,73465.81
Gobin,16327,1765,0.6,73466.41
Falvey,16327,1765,0.6,73467.01
Heuser,16327,1765,0.6,73467.61
Keitt,16327,1765,0.6,73468.21
Oda,16327,1765,0.6,73468.8
Raub,16327,1765,0.6,73469.4
Bullins,16338,1764,0.6,73470
Buntin,16338,1764,0.6,73470.6
Tiedemann,16338,1764,0.6,73471.2
Sifford,16338,1764,0.6,73471.79
Schoenberg,16338,1764,0.6,73472.39
Scheffer,16343,1763,0.6,73472.99
Tinch,16343,1763,0.6,73473.59
Dumais,16343,1763,0.6,73474.19
Finnie,16343,1763,0.6,73474.78
Greenough,16343,1763,0.6,73475.38
Pawlik,16343,1763,0.6,73475.98
Palen,16349,1762,0.6,73476.58
Orvis,16349,1762,0.6,73477.17
Near,16349,1762,0.6,73477.77
Labat,16349,1762,0.6,73478.37
Mecca,16349,1762,0.6,73478.96
Funez,16349,1762,0.6,73479.56
Chichester,16349,1762,0.6,73480.16
Stayton,16349,1762,0.6,73480.76
Wark,16349,1762,0.6,73481.35
Blinn,16349,1762,0.6,73481.95
Stoughton,16359,1761,0.6,73482.55
Euler,16359,1761,0.6,73483.15
Hooley,16359,1761,0.6,73483.74
Guzik,16362,1760,0.6,73484.34
Giusti,16362,1760,0.6,73484.94
Kraker,16362,1760,0.6,73485.53
Philipp,16362,1760,0.6,73486.13
Blystone,16362,1760,0.6,73486.73
Bayley,16362,1760,0.6,73487.32
Bachand,16362,1760,0.6,73487.92
Allende,16362,1760,0.6,73488.52
Yutzy,16370,1759,0.6,73489.11
Bodkin,16370,1759,0.6,73489.71
Wadkins,16370,1759,0.6,73490.3
Ptak,16370,1759,0.6,73490.9
Inskeep,16370,1759,0.6,73491.5
Burnam,16370,1759,0.6,73492.09
Castruita,16376,1758,0.6,73492.69
Cumberbatch,16376,1758,0.6,73493.29
Dakin,16376,1758,0.6,73493.88
Gullion,16376,1758,0.6,73494.48
Kroger,16376,1758,0.6,73495.07
Kiesling,16376,1758,0.6,73495.67
Tyrell,16376,1758,0.6,73496.27
Spiva,16376,1758,0.6,73496.86
Schiltz,16376,1758,0.6,73497.46
Trepanier,16385,1757,0.6,73498.05
Urzua,16385,1757,0.6,73498.65
Borba,16385,1757,0.6,73499.24
Kreis,16385,1757,0.6,73499.84
Longino,16385,1757,0.6,73500.44
Hoeppner,16390,1756,0.6,73501.03
Gassaway,16390,1756,0.6,73501.63
Fransen,16390,1756,0.6,73502.22
Degregorio,16390,1756,0.6,73502.82
Winebrenner,16390,1756,0.6,73503.41
Tuohy,16395,1755,0.59,73504.01
Beegle,16395,1755,0.59,73504.6
Bebout,16395,1755,0.59,73505.2
Semler,16395,1755,0.59,73505.79
Romney,16395,1755,0.59,73506.39
Teed,16395,1755,0.59,73506.98
Donatelli,16395,1755,0.59,73507.58
Goheen,16395,1755,0.59,73508.17
Leishman,16395,1755,0.59,73508.77
Rast,16395,1755,0.59,73509.36
Pallares,16395,1755,0.59,73509.96
Nygren,16395,1755,0.59,73510.55
Patron,16407,1754,0.59,73511.15
Gipe,16407,1754,0.59,73511.74
Fred,16407,1754,0.59,73512.34
Dillion,16407,1754,0.59,73512.93
Dowe,16407,1754,0.59,73513.52
Bowlby,16407,1754,0.59,73514.12
Urbanek,16407,1754,0.59,73514.71
Wiedeman,16407,1754,0.59,73515.31
Turpen,16415,1753,0.59,73515.9
Dunsmore,16415,1753,0.59,73516.5
Facey,16415,1753,0.59,73517.09
Pietsch,16415,1753,0.59,73517.69
Mayoral,16415,1753,0.59,73518.28
Meikle,16420,1752,0.59,73518.87
Finegan,16420,1752,0.59,73519.47
Vanderlaan,16420,1752,0.59,73520.06
Bardsley,16420,1752,0.59,73520.66
Tomberlin,16420,1752,0.59,73521.25
Sirianni,16420,1752,0.59,73521.84
Rybicki,16420,1752,0.59,73522.44
Temples,16427,1751,0.59,73523.03
Tieman,16427,1751,0.59,73523.62
Truex,16427,1751,0.59,73524.22
Fortino,16427,1751,0.59,73524.81
Huskins,16427,1751,0.59,73525.41
Guilfoyle,16427,1751,0.59,73526
Dawe,16427,1751,0.59,73526.59
Condrey,16427,1751,0.59,73527.19
Mcgeorge,16427,1751,0.59,73527.78
Malecki,16427,1751,0.59,73528.37
Novello,16437,1750,0.59,73528.97
Mero,16437,1750,0.59,73529.56
Dimaio,16437,1750,0.59,73530.15
Horace,16437,1750,0.59,73530.75
Villacorta,16437,1750,0.59,73531.34
Warthen,16437,1750,0.59,73531.93
Benninger,16437,1750,0.59,73532.53
Sommerfeld,16444,1749,0.59,73533.12
Guimond,16444,1749,0.59,73533.71
Grandison,16444,1749,0.59,73534.31
Chalker,16444,1749,0.59,73534.9
Lopiccolo,16444,1749,0.59,73535.49
Kamps,16444,1749,0.59,73536.08
Chia,16450,1748,0.59,73536.68
Carrow,16450,1748,0.59,73537.27
Bronstein,16450,1748,0.59,73537.86
Frasure,16450,1748,0.59,73538.45
Rocca,16450,1748,0.59,73539.05
Weinmann,16450,1748,0.59,73539.64
Walpole,16450,1748,0.59,73540.23
Rothenberger,16457,1747,0.59,73540.82
Etzel,16457,1747,0.59,73541.42
Fecteau,16457,1747,0.59,73542.01
Chisum,16457,1747,0.59,73542.6
Raftery,16457,1747,0.59,73543.19
Oberlin,16462,1746,0.59,73543.79
Kinyon,16462,1746,0.59,73544.38
Kott,16462,1746,0.59,73544.97
Cieslak,16462,1746,0.59,73545.56
Daulton,16462,1746,0.59,73546.15
Steely,16462,1746,0.59,73546.74
Vito,16462,1746,0.59,73547.34
Benningfield,16462,1746,0.59,73547.93
Sligh,16470,1745,0.59,73548.52
Rundell,16470,1745,0.59,73549.11
Cresswell,16470,1745,0.59,73549.7
Denker,16470,1745,0.59,73550.29
Cecere,16470,1745,0.59,73550.89
Delcampo,16475,1744,0.59,73551.48
Howser,16475,1744,0.59,73552.07
Lacher,16475,1744,0.59,73552.66
Maltby,16475,1744,0.59,73553.25
Tetrault,16475,1744,0.59,73553.84
Basulto,16475,1744,0.59,73554.43
Baires,16481,1743,0.59,73555.02
Selzer,16481,1743,0.59,73555.62
Lehrer,16481,1743,0.59,73556.21
Kimbell,16481,1743,0.59,73556.8
Kennington,16481,1743,0.59,73557.39
Minjarez,16481,1743,0.59,73557.98
Pizana,16481,1743,0.59,73558.57
Pillar,16481,1743,0.59,73559.16
Goslin,16481,1743,0.59,73559.75
Gose,16481,1743,0.59,73560.34
Ginder,16481,1743,0.59,73560.93
Chaires,16481,1743,0.59,73561.52
Chess,16481,1743,0.59,73562.12
Bucy,16494,1742,0.59,73562.71
Burriss,16494,1742,0.59,73563.3
Ellzey,16494,1742,0.59,73563.89
Goldsby,16494,1742,0.59,73564.48
Henschel,16494,1742,0.59,73565.07
Mulhall,16494,1742,0.59,73565.66
Leffel,16494,1742,0.59,73566.25
Tschida,16494,1742,0.59,73566.84
Trower,16502,1741,0.59,73567.43
Abdulla,16502,1741,0.59,73568.02
Tinkham,16502,1741,0.59,73568.61
Kurland,16502,1741,0.59,73569.2
Kittredge,16502,1741,0.59,73569.79
Pica,16502,1741,0.59,73570.38
Gobel,16502,1741,0.59,73570.97
Everman,16509,1740,0.59,73571.56
Hillery,16509,1740,0.59,73572.15
Huitron,16509,1740,0.59,73572.74
Phaneuf,16509,1740,0.59,73573.33
Poncedeleon,16509,1740,0.59,73573.92
Mimms,16509,1740,0.59,73574.51
Konieczny,16509,1740,0.59,73575.1
Lukes,16509,1740,0.59,73575.69
Stratford,16509,1740,0.59,73576.28
Saltsman,16509,1740,0.59,73576.87
Zebrowski,16519,1739,0.59,73577.46
Mcelligott,16519,1739,0.59,73578.05
Kin,16519,1739,0.59,73578.64
Evanoff,16519,1739,0.59,73579.23
Falgout,16519,1739,0.59,73579.82
Edney,16519,1739,0.59,73580.41
Carnegie,16525,1738,0.59,73581
Grunewald,16525,1738,0.59,73581.59
Lahti,16525,1738,0.59,73582.17
Mannon,16525,1738,0.59,73582.76
Lundell,16525,1738,0.59,73583.35
Madewell,16525,1738,0.59,73583.94
Wohl,16525,1738,0.59,73584.53
Rhymer,16525,1738,0.59,73585.12
Savard,16525,1738,0.59,73585.71
Lattimer,16534,1737,0.59,73586.3
Cluck,16534,1737,0.59,73586.89
Climer,16536,1736,0.59,73587.48
